Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
QTV|QTV|49.66000|-69.35690|463 meters|snowdepth|2015-02-18 12|45.000|cm||
GOON3|GOOSE POND|43.71720|-72.09640|262 meters|snowdepth|2015-02-18 12|44.958|cm|03741|
CAN-ON-158|PRICEVILLE 7.0 WNW, CAN|44.23205|-80.70605|404 meters|snowdepth|2015-02-18 13|44.958|cm||
RBNA2|ROBERTSON RIVER|63.45010|-143.83350|463 meters|snowdepth|2015-02-19 06|44.806|cm|99737|
CAN-ON-92|DUNROBIN 1.9 W MVCA, CAN|45.42318|-76.04525|71 meters|snowdepth|2015-02-18 12|44.704|cm||
VT-WS-19|WATERBURY 3.0 NW, VT|44.36060|-72.80770|147 meters|snowdepth|2015-02-18 11|44.450|cm|05676|
VT-WS-10|NORTHFIELD 1.5 N, VT|44.16986|-72.65200|213 meters|snowdepth|2015-02-18 11|44.450|cm|05663|
RZUN6|GREENVILLE ROAD|41.87890|-74.40220|620 meters|snowdepth|2015-02-18 15|44.450|cm|12782|
RZQN6|CAMPBELL ROAD|41.85530|-74.46690|436 meters|snowdepth|2015-02-18 17|44.450|cm|12458|
OH-LK-5|KIRTLAND 0.9 SW, OH|41.58862|-81.34910|326 meters|snowdepth|2015-02-18 11|44.450|cm|44094|
NY-DT-5|WAPPINGERS FALLS 1.6 ESE, NY|41.58797|-73.89220|74 meters|snowdepth|2015-02-18 12|44.450|cm|12590|
NY-CQ-9|DUNKIRK 0.7 SW, NY|42.47167|-79.33360|196 meters|snowdepth|2015-02-19 04|44.450|cm|14048|
NH-GR-10|ORFORD 0.5 SSW, NH|43.89807|-72.13770|137 meters|snowdepth|2015-02-18 12|44.450|cm|03777|
CWDC1|COTTONWOOD LAKES|36.48330|-118.17670|3113 meters|snowdepth|2015-02-19 06|44.450|cm|93545|
CQEN6|TROUT CREEK SITE C-5|42.15290|-75.29400|357 meters|snowdepth|2015-02-18 15|44.450|cm|13856|
IL-LS-11|MENDOTA 0.9 N, IL|41.56414|-89.12350|239 meters|snowdepth|2015-02-18 13|43.942|cm|61342|
CAN-NT-1|YELLOWKNIFE 1.7 NE, CAN|62.46545|-114.34690|160 meters|snowdepth|2015-02-18 14|43.942|cm||
AGPC1|AGNEW PASS (GOES)|37.72670|-119.14190|2858 meters|snowdepth|2015-02-19 06|43.942|cm|00020|
QCX|QCX|51.32830|-70.08060|619 meters|snowdepth|2015-02-18 12|43.800|cm||
CAN-ON-133|CARDINAL 0.1 NNE CANWARN, CAN|44.79097|-75.38215|83 meters|snowdepth|2015-02-18 13|43.688|cm||
YALM4|YALE,MI|43.15000|-82.80000|243 meters|snowdepth|2015-02-18 12|43.180|cm|48097|
WLFM5|WOLF RIDGE ENVIRON LEARNING CENTER|47.45000|-91.21670|502 meters|snowdepth|2015-02-18 13|43.180|cm|55603|
WHPN2|WHEELER PEAK|39.01000|-114.31010|3080 meters|snowdepth|2015-02-19 06|43.180|cm|89311|
UVDV1|NERON SITE AT UNION VILLAGE DAM|43.79140|-72.25720|145 meters|snowdepth|2015-02-18 12|43.180|cm|05075|
UT-WS-8|HEBER CITY 10.1 ESE, UT|40.46122|-111.22850|2534 meters|snowdepth|2015-02-18 15|43.180|cm|84032|
URGC2|UPPER RIO GRANDE|37.72190|-107.26010|2864 meters|snowdepth|2015-02-19 06|43.180|cm|81235|
UNCA2|UPPER NOME CREEK|65.36720|-146.59220|763 meters|snowdepth|2015-02-19 06|43.180|cm|00002|
SWNO3|SWAN LAKE MTN|42.40800|-121.74070|1654 meters|snowdepth|2015-02-19 06|43.180|cm|97623|
SRAN6|SARATOGA SPRINGS|43.08330|-73.80000|105 meters|snowdepth|2015-02-18 12|43.180|cm|12866|
SNOW1|SNOQUALMIE PASS NWAC/DOT|47.42640|-121.41640|905 meters|snowdepth|2015-02-19 06|43.180|cm|98045|
SNO30|SNOQUALMIE PASS|47.42000|-121.41000|912 meters|snowdepth|2015-02-19 06|43.180|cm|98922|
SLAW4|ST. LAWRENCE ALT SNOTEL|43.03310|-109.17030|2636 meters|snowdepth|2015-02-19 05|43.180|cm|82501|
SCOM4|SCOTTVILLE 2 SE|43.93310|-86.24530|203 meters|snowdepth|2015-02-18 12|43.180|cm|49454|
SAMW1|SALMON MEADOWS|48.65520|-119.83830|1365 meters|snowdepth|2015-02-19 06|43.180|cm|98849|
ROC|GREATER ROCHESTER INTL|43.11890|-77.67280|163 meters|snowdepth|2015-02-19 06|43.180|cm|14624|
PTDN6|PORTLAND 1 SW|42.37170|-79.48680|235 meters|snowdepth|2015-02-18 21|43.180|cm|14769|
PROP1|PROMPTON DAM|41.58900|-75.33030|376 meters|snowdepth|2015-02-18 12|43.180|cm|18456|
PQRN6|MILL BROOK ROAD SITE P-21|42.07110|-74.60940|613 meters|snowdepth|2015-02-18 17|43.180|cm|12406|
PQMN6|NEW KINGSTON SITE P-18|42.15940|-74.68690|443 meters|snowdepth|2015-02-18 15|43.180|cm|12455|
PQLN6|NEW KINGSTON SITE P-16|42.19940|-74.67860|491 meters|snowdepth|2015-02-18 17|43.180|cm|12455|
PQEN6|FALL CLOVE ROAD SITE P-8|42.18940|-74.86310|607 meters|snowdepth|2015-02-18 14|43.180|cm|13752|
PLFV1|PLAINFIELD|44.27610|-72.41500|258 meters|snowdepth|2015-02-18 12|43.180|cm|05667|
PICM4|PICKFORD 3NE|46.18640|-84.32390|187 meters|snowdepth|2015-02-18 23|43.180|cm|49774|
PHLM1|PHILLIPS 2|44.82970|-70.39360|276 meters|snowdepth|2015-02-18 12|43.180|cm|04966|
PHEW3|PHELPS|46.06630|-89.07520|543 meters|snowdepth|2015-02-18 13|43.180|cm|54554|
OSWP1|OSWAYO,PA|41.91670|-78.00000|679 meters|snowdepth|2015-02-18 13|43.180|cm|16915|
OARU1|12K02 - OAK CREEK SNOW COURSE|39.35000|-112.20000|2310 meters|snowdepth|2015-02-19 06|43.180|cm|84624|
NY-SY-1|SMITH VALLEY 1.9 SE, NY|42.39072|-76.71760|425 meters|snowdepth|2015-02-18 12|43.180|cm|14805|
NY-OT-4|BRIDGEWATER 4.3 SSE, NY|42.81667|-75.23330|408 meters|snowdepth|2015-02-18 11|43.180|cm|13491|
NY-NG-2|NORTH TONAWANDA 1.0 NNE, NY|43.05725|-78.86170|174 meters|snowdepth|2015-02-18 12|43.180|cm|14120|
NWSM1|NEW SHARON,ME|44.63330|-70.00000|148 meters|snowdepth|2015-02-18 12|43.180|cm|04955|
NJ-MS-4|ROCKAWAY TWP 0.7 NE, NJ|40.96583|-74.48780|253 meters|snowdepth|2015-02-18 13|43.180|cm|07866|
MLRA2|MCNEIL RIVER SGS|59.07890|-154.27940|46 meters|snowdepth|2015-02-19 06|43.180|cm|00004|
ME-AR-15|PRESQUE ISLE 1.3 WSW, ME|46.67960|-68.01270|154 meters|snowdepth|2015-02-18 12|43.180|cm|04769|
MA-BA-8|FALMOUTH 1.8 WSW, MA|41.53950|-70.64100|11 meters|snowdepth|2015-02-18 12|43.180|cm|02540|
LVRM8|LAKEVIEW RIDGE|44.58910|-111.82500|2250 meters|snowdepth|2015-02-19 06|43.180|cm|59739|
LTVN6|LITTLE VALLEY|42.24730|-78.81250|496 meters|snowdepth|2015-02-18 12|43.180|cm|14755|
LPDC2|LILY POND|37.37930|-106.54840|3374 meters|snowdepth|2015-02-19 06|43.180|cm|81120|
LNVN6|LANESVILLE|42.13330|-74.25000|491 meters|snowdepth|2015-02-18 14|43.180|cm|12450|
LMRW4|LAMAR RANGER STATION - COOP|44.89560|-110.23410|2005 meters|snowdepth|2015-02-18 15|43.180|cm|82190|
KY-ES-1|IRVINE 8.7 WSW, KY|37.63857|-84.10980|280 meters|snowdepth|2015-02-18 12|43.180|cm|40336|
KROC|GREATER ROCHESTER INTERNATIONAL|43.11666|-77.68333|162 meters|snowdepth|2015-02-19 06|43.180|cm|14624|
KERA2|KEYSTONE RIDGE|64.91560|-148.27110|490 meters|snowdepth|2015-02-19 06|43.180|cm|99709|
HVJP1|HIDDEN VALLEY COOP|40.04200|-79.25660|877 meters|snowdepth|2015-02-18 13|43.180|cm|15501|
HRKM4|GLADSTONE 2NW|45.88060|-87.09110|225 meters|snowdepth|2015-02-18 12|43.180|cm|49837|
HPSU1|HICKERSON PARK|40.90660|-109.96290|2784 meters|snowdepth|2015-02-19 06|43.180|cm|84046|
HNMA3|HANNAGAN MEADOWS|33.65390|-109.30950|2767 meters|snowdepth|2015-02-19 06|43.180|cm|85533|
GVRM8|GARVER CREEK|48.97520|-115.81920|1310 meters|snowdepth|2015-02-19 06|43.180|cm|59935|
GRCW1|GROUSE CAMP|47.28110|-120.48770|1646 meters|snowdepth|2015-02-19 06|43.180|cm|98926|
GAPU1|GARDNER PEAK|37.40120|-113.45950|2548 meters|snowdepth|2015-02-19 06|43.180|cm|84781|
FXHN6|FOX HOLLOW|42.10000|-74.38330|415 meters|snowdepth|2015-02-18 16|43.180|cm|12480|
FRHM8|FROHNER MEADOW|46.43550|-112.19280|2000 meters|snowdepth|2015-02-19 06|43.180|cm|59634|
FLNW3|FLORENCE|45.93360|-88.25830|393 meters|snowdepth|2015-02-18 13|43.180|cm|54121|
EVRW3|EAGLE RIVER-4 E|45.91890|-89.15280|498 meters|snowdepth|2015-02-18 11|43.180|cm|54521|
ESDN6|EAST SIDNEY|42.33290|-75.22960|355 meters|snowdepth|2015-02-18 12|43.180|cm|13775|
DKKN6|DUNKIRK 1S|42.47170|-79.33360|196 meters|snowdepth|2015-02-19 04|43.180|cm|14048|
DANW4|DANIEL FISH HATCHERY - COOP|42.92830|-110.12720|2238 meters|snowdepth|2015-02-18 15|43.180|cm|83115|
CVWP1|CHANDLER VALLEY 1SE|41.93010|-79.29700|462 meters|snowdepth|2015-02-18 12|43.180|cm|16350|
CQSN6|DELHI SITE C-19|42.32940|-74.91010|549 meters|snowdepth|2015-02-18 17|43.180|cm|13753|
CQKN6|BEERSTON SITE C-11|42.12620|-75.16320|360 meters|snowdepth|2015-02-18 16|43.180|cm|13856|
CQAN6|LOOKOUT AREA SITE C-1|42.06430|-75.36860|381 meters|snowdepth|2015-02-18 15|43.180|cm|13856|
CJSU1|CAMP JACKSON|37.81330|-109.48750|2709 meters|snowdepth|2015-02-19 06|43.180|cm|84535|
CARN6|CARMEL 4N|41.47250|-73.65500|211 meters|snowdepth|2015-02-18 12|43.180|cm|10512|
CAN-ON-31|KOMOKA 2.8 W, CAN|42.95424|-81.43488|245 meters|snowdepth|2015-02-18 12|43.180|cm||
CAN-ON-25|STITTSVILLE 0.8 SSE MIVCA, CA|45.25498|-75.91050|116 meters|snowdepth|2015-02-18 13|43.180|cm||
CAN-ON-161|KINCARDINE 1.7 NE, CAN|44.18031|-81.61915|209 meters|snowdepth|2015-02-18 13|43.180|cm||
CAN-NS-74|BADDECK FORKS 2.5 E, CAN|46.18550|-60.73426|120 meters|snowdepth|2015-02-18 11|43.180|cm||
BRMO3|BIG RED MOUNTAIN|42.05260|-122.85490|1865 meters|snowdepth|2015-02-19 06|43.180|cm|97530|
BRLC3|NEPAUG RSVR NR COLLINSVILLE|41.80000|-72.93330|147 meters|snowdepth|2015-02-18 12|43.180|cm|06013|
BRKC3|BARKHAMSTED RSVR|41.91670|-72.95000|165 meters|snowdepth|2015-02-18 11|43.180|cm|06063|
BLTU1|BEN LOMOND TRAIL|41.38290|-111.92110|1838 meters|snowdepth|2015-02-19 06|43.180|cm|84310|
BLPO3|BLUE MOUNTAIN SPRING|44.24770|-118.51720|1799 meters|snowdepth|2015-02-19 06|43.180|cm|97869|
BDFP1|BRADFORD,PA|41.95000|-78.73330|584 meters|snowdepth|2015-02-18 13|43.180|cm|16701|
ADFN6|WEST ALMOND 2NNE SNOW|42.33330|-77.86670|616 meters|snowdepth|2015-02-18 13|43.180|cm|14804|
SD-LW-6|LEAD 5.5 SSW, SD|44.27806|-103.80920|1798 meters|snowdepth|2015-02-18 14|42.926|cm|57754|
ERC60|CEBF BERGEN|43.10000|-77.93000|178 meters|snowdepth|2015-02-18 17|42.672|cm|14416|
CAN-ON-46|WROXETER 0.3 WSW, CA|43.86365|-81.15230|336 meters|snowdepth|2015-02-18 13|42.418|cm||
QLP|QLP|48.13920|-72.63830|430 meters|snowdepth|2015-02-18 12|42.300|cm||
MNCA2|MONUMENT CREEK|65.07830|-145.87070|570 meters|snowdepth|2015-02-19 06|42.012|cm|99712|
WVVN6|WOODLAND VALLEY|42.06670|-74.33330|299 meters|snowdepth|2015-02-18 16|41.910|cm|12464|
RZVN6|THUNDER HILL|41.80890|-74.56670|408 meters|snowdepth|2015-02-18 14|41.910|cm|12740|
RQEN6|BEFORE THUNDER HILL ROAD AND RT.42 SITE R-5|41.81000|-74.56330|403 meters|snowdepth|2015-02-18 14|41.910|cm|12740|
PEEN6|PEEKAMOOSE|41.91670|-74.33330|859 meters|snowdepth|2015-02-18 16|41.910|cm|12461|
NY-CT-11|ALLEGANY 4.7 N, NY|42.15870|-78.49050|508 meters|snowdepth|2015-02-18 12|41.910|cm|14706|
KABQ6|CAB LAKE|49.59950|-89.17990|290 meters|snowdepth|2015-02-19 06|41.910|cm||
EKAN6|ELKA PARK|42.16000|-74.15860|665 meters|snowdepth|2015-02-18 14|41.910|cm|12427|
CQTN6|BLOOMVILLE SITE C-20|42.34880|-74.80920|468 meters|snowdepth|2015-02-18 18|41.910|cm|13739|
CO-RT-45|STEAMBOAT SPRINGS 1.5 WNW, CO|40.48575|-106.84720|2071 meters|snowdepth|2015-02-18 14|41.910|cm|80487|
CAN-NS-16|HALIFAX 2.4 WSW, CA|44.64275|-63.60430|41 meters|snowdepth|2015-02-18 12|41.910|cm||
SRWA2|SALMON RIVER RAWS|67.45970|-159.84060|375 meters|snowdepth|2015-02-19 06|41.656|cm|99749|
WSDN6|WEST DAY|43.28330|-74.08330|371 meters|snowdepth|2015-02-18 18|41.148|cm|12134|
ERI53|HRRD WEST DAY|43.28000|-74.08000|370 meters|snowdepth|2015-02-18 17|41.148|cm|12134|
CHPC1|CHAGOOPA PLATEAU|36.46670|-118.46670|2564 meters|snowdepth|2015-02-19 06|40.894|cm|00026|
CAN-ON-86|GUELPH 5.1 S, CA|43.49691|-80.24390|322 meters|snowdepth|2015-02-18 12|40.894|cm||
WY-TT-9|JACKSON 12.3 NE, WY|43.62148|-110.62530|2027 meters|snowdepth|2015-02-18 14|40.640|cm|83011|
WLXP1|GLEN HAZEL,PA|41.56670|-78.60000|592 meters|snowdepth|2015-02-18 12|40.640|cm|15870|
WBSN6|WEBSTER 2 NE|43.24190|-77.38810|112 meters|snowdepth|2015-02-19 01|40.640|cm|14580|
WAWN6|WAWBEEK|44.24440|-74.36060|512 meters|snowdepth|2015-02-18 18|40.640|cm|12986|
VT-CH-4|UNDERHILL 4.4 NNE, VT|44.58774|-72.92250|291 meters|snowdepth|2015-02-18 12|40.640|cm|05489|
TMSC3|THOMASTON RSVR DAM|41.69470|-73.06220|142 meters|snowdepth|2015-02-18 12|40.640|cm|06787|
TICW4|TIMBER CREEK SNOTEL|44.02740|-109.17870|2414 meters|snowdepth|2015-02-19 05|40.640|cm|82433|
SRSI1|SOLDIER R.S.|43.48410|-114.82690|1764 meters|snowdepth|2015-02-19 06|40.640|cm|83327|
SJBV1|SAINT JOHNSBURY|44.42000|-72.01940|215 meters|snowdepth|2015-02-18 21|40.640|cm|05819|
SGWA2|SAGWON|69.25000|-148.41000|359 meters|snowdepth|2015-02-19 06|40.640|cm|00007|
SENN5|SENORITA DIVIDE #2|36.00200|-106.83350|2619 meters|snowdepth|2015-02-19 06|40.640|cm|87017|
RZXN6|MERRIMAN DAM|41.80140|-74.43720|283 meters|snowdepth|2015-02-18 14|40.640|cm|12428|
ROCV1|ROCHESTER|43.85780|-72.80440|262 meters|snowdepth|2015-02-18 12|40.640|cm|05767|
RHIW3|RHINELANDER|45.59860|-89.45080|477 meters|snowdepth|2015-02-18 13|40.640|cm|54501|
RDYM4|RUDYARD 4S|46.18170|-84.60140|199 meters|snowdepth|2015-02-18 12|40.640|cm|49780|
RCKU1|ROCK CREEK|40.54890|-110.69280|2406 meters|snowdepth|2015-02-19 06|40.640|cm|84066|
PQBN6|HOLIDAY BROOK ROAD SITE P-9|42.06690|-74.87810|405 meters|snowdepth|2015-02-18 18|40.640|cm|13752|
PKEN3|PIKE 4 NE|44.06260|-71.94960|427 meters|snowdepth|2015-02-18 11|40.640|cm|03780|
NY-UL-16|ROSENDALE VILLAGE 1.8 WNW, NY|41.86083|-74.10750|94 meters|snowdepth|2015-02-18 12|40.640|cm|12419|
NY-SY-11|DUNDEE 6.2 E, NY|42.52210|-76.85580|330 meters|snowdepth|2015-02-18 12|40.640|cm|14841|
NY-PT-2|BEACON 4.2 ESE, NY|41.48070|-73.89110|272 meters|snowdepth|2015-02-18 11|40.640|cm|10516|
NY-LW-5|BEAVER FALLS 0.1 SW, NY|43.88617|-75.42840|244 meters|snowdepth|2015-02-18 12|40.640|cm|13620|
NY-AB-23|ALBANY 0.7 SW, NY|42.66019|-73.81030|77 meters|snowdepth|2015-02-18 12|40.640|cm|12208|
NUNV1|NORTH UNDERHILL|44.58760|-72.92150|298 meters|snowdepth|2015-02-18 12|40.640|cm|05489|
NRWC3|NORWICH,CT|41.52690|-72.06420|9 meters|snowdepth|2015-02-18 12|40.640|cm|06360|
MI-AN-15|DORR 0.4 E, MI|42.72425|-85.71400|217 meters|snowdepth|2015-02-18 12|40.640|cm|49323|
MI-AN-11|HOPKINS 0.6 NNE, MI|42.63430|-85.76120|215 meters|snowdepth|2015-02-18 12|40.640|cm|49328|
MA-BE-3|STOCKBRIDGE .2 NNE, MA|42.28983|-73.31950|258 meters|snowdepth|2015-02-18 11|40.640|cm|01262|
LOBC1|LOBDELL LAKE|38.43750|-119.36570|2819 meters|snowdepth|2015-02-19 06|40.640|cm|96107|
LEVM3|LEVERETT NO.2|42.44690|-72.53000|101 meters|snowdepth|2015-02-18 12|40.640|cm|01054|
LAPP1|LAPORTE,PA|41.42470|-76.49250|599 meters|snowdepth|2015-02-18 12|40.640|cm|17758|
ITHN6|ITHACA,NY|42.45000|-76.45000|295 meters|snowdepth|2015-02-18 12|40.640|cm|14850|
IAGN6|NIAGARA FALLS AIRPORT|43.10030|-78.94360|178 meters|snowdepth|2015-02-18 12|40.640|cm|14304|
HVNC1|HEAVENLY VALLEY SNOTEL|38.92430|-119.91650|2613 meters|snowdepth|2015-02-19 06|40.640|cm|96150|
HPKM4|HOPKINS 1 N|42.63520|-85.76100|216 meters|snowdepth|2015-02-18 12|40.640|cm|49328|
GVZO3|18G04 - GOVERNMENT CORRALS|42.05000|-118.36670|1827 meters|snowdepth|2015-02-19 02|40.640|cm|97710|
GNEN6|GREENE|42.32440|-75.77170|277 meters|snowdepth|2015-02-18 12|40.640|cm|13778|
GLNC2|GLEN COVE|38.87580|-105.07370|3495 meters|snowdepth|2015-02-19 06|40.640|cm|80863|
GGSI1|GRAHAM GUARD STA.|43.95380|-115.27390|1730 meters|snowdepth|2015-02-19 06|40.640|cm|83601|
GCRC2|CABIN CREEK|39.65520|-105.70800|3054 meters|snowdepth|2015-02-18 13|40.640|cm|80452|
GCKA2|GRANITE CRK|63.94380|-145.39990|381 meters|snowdepth|2015-02-19 06|40.640|cm|99737|
FREM4|FREMONT,MI|43.45000|-86.03330|251 meters|snowdepth|2015-02-18 12|40.640|cm|49412|
ERH20|NMPS WAWBEEK|44.25000|-74.33000|494 meters|snowdepth|2015-02-18 17|40.640|cm|12986|
EMRV1|LAKE ELMORE RAWS|44.54310|-72.52940|358 meters|snowdepth|2015-02-18 18|40.640|cm|05680|
EDSC2|EL DIENTE PEAK|37.78620|-108.02150|3107 meters|snowdepth|2015-02-19 06|40.640|cm|81320|
EDGM3|EDGARTOWN,MA|41.38330|-70.51670|3 meters|snowdepth|2015-02-18 14|40.640|cm|02539|
EBRP1|E. BRANCH CLARION LAKE|41.55000|-78.60000|469 meters|snowdepth|2015-02-18 12|40.640|cm|15870|
EAGA2|EAGLE SUMMIT|65.48590|-145.41210|1107 meters|snowdepth|2015-02-19 06|40.640|cm|99730|
DERO3|DERR.|44.44650|-119.93020|1791 meters|snowdepth|2015-02-19 06|40.640|cm|97750|
CNRC2|AMRAD|39.54770|-105.36250|2690 meters|snowdepth|2015-02-18 14|40.640|cm|80433|
CEFM4|EXPERIMENT FARM #2|46.33330|-86.91670|264 meters|snowdepth|2015-02-18 13|40.640|cm|49826|
CCRC2|COCHETOPA CRK COOP|38.44610|-106.76110|2447 meters|snowdepth|2015-02-18 15|40.640|cm|81230|
CARM1|CARIBOU WFO|46.86810|-68.01250|191 meters|snowdepth|2015-02-19 05|40.640|cm|04736|
CAN-MB-126|BOISSEVAIN 7.5 WSW, CA|49.19709|-100.14960|532 meters|snowdepth|2015-02-18 14|40.640|cm||
BVDU1|BEAVER DAMS|39.13690|-111.55810|2438 meters|snowdepth|2015-02-19 06|40.640|cm|84642|
BSKN6|BUSKIRK|42.93610|-73.43250|154 meters|snowdepth|2015-02-18 12|40.640|cm|12057|
BLAC1|BLUE LAKES|38.60780|-119.92440|2474 meters|snowdepth|2015-02-19 06|40.640|cm|00044|
BDMM4|SOUTH BOARDMAN 2W|44.63910|-85.32500|315 meters|snowdepth|2015-02-18 16|40.640|cm|49680|
APXM4|GAYLORD 9SSW|44.90720|-84.71880|445 meters|snowdepth|2015-02-19 06|40.640|cm|49735|
ANGN6|ANGELICA|42.31080|-78.02300|454 meters|snowdepth|2015-02-19 00|40.640|cm|14709|
ALTW4|ALTA - COOP|43.77280|-111.03390|1966 meters|snowdepth|2015-02-19 04|40.640|cm|83012|
ALFN6|ALFRED|42.24980|-77.75820|524 meters|snowdepth|2015-02-18 12|40.640|cm|14803|
9374V_MADIS|SASKATOON 5.2 E, CA|52.13810|-106.57200|508 meters|snowdepth|2015-02-18 13|40.640|cm||
9330V_MADIS|OAK RIVER 4.7 N, CA|50.17844|-100.43960|532 meters|snowdepth|2015-02-18 15|40.640|cm||
41.6450_080.2235|MEADVILLE 5W (CLE0321)|41.64500|-80.22350|406 meters|snowdepth|2015-02-19 01|40.640|cm|16335|
41.5844_081.2035|CHARDON (CLE1302)|41.58440|-81.20350|395 meters|snowdepth|2015-02-19 00|40.640|cm|44024|
SMPA2|STAMPEDE AIRSTRIP|63.74780|-150.32810|560 meters|snowdepth|2015-02-19 06|40.386|cm|99755|
CPSC1|20L11 - CAPLES LAKES, CA (NEAR CPLC1)|38.71670|-120.05000|2476 meters|snowdepth|2015-02-19 06|40.386|cm|96120|
VT-CH-13|RICHMOND 3.4 SSE, VT|44.36084|-72.96400|231 meters|snowdepth|2015-02-18 12|39.370|cm|05477|
NY-DT-12|LAGRANGEVILLE 3.4 NE, NY|41.68460|-73.72050|193 meters|snowdepth|2015-02-18 12|39.370|cm|12540|
NY-CY-8|AUBURN 8.3 SSE, NY|42.82869|-76.48670|321 meters|snowdepth|2015-02-18 11|39.370|cm|13021|
MI-BN-4|NILES 2.7 W, MI|41.83705|-86.30050|222 meters|snowdepth|2015-02-18 13|39.370|cm|49120|
ERC66|CEBF WELLSVILLE|42.10000|-77.93000|460 meters|snowdepth|2015-02-18 17|39.370|cm|14895|
CQWN6|HOBART SITE C-23|42.41510|-74.68780|620 meters|snowdepth|2015-02-18 19|39.370|cm|12167|
CAN-ON-27|OSHAWA 1.4 WSW, CAN|43.89770|-78.87440|110 meters|snowdepth|2015-02-18 13|39.370|cm||
9331V_MADIS|TRUMANSBURG 0.3 NNE, NY|42.54462|-76.65690|290 meters|snowdepth|2015-02-18 12|39.370|cm|14886|
OWLN3|OWL BROOK|43.76361|-71.59527|262 meters|snowdepth|2015-02-18 12|38.481|cm|03264|
WY-SL-7|PINEDALE 13.8 NW, WY|42.98179|-110.08710|2272 meters|snowdepth|2015-02-18 15|38.100|cm|82941|
WI-ON-6|RHINELANDER 5.2 N, WI|45.71388|-89.42150|509 meters|snowdepth|2015-02-18 15|38.100|cm|54501|
WCRW3|WINCHESTER-3 NE|46.26110|-89.86610|500 meters|snowdepth|2015-02-18 13|38.100|cm|54557|
VNCU1|VERNON CREEK|39.93660|-112.41420|2241 meters|snowdepth|2015-02-19 06|38.100|cm|84080|
VGAC1|VIRGINIA LAKES RIDGE|38.07300|-119.23430|2876 meters|snowdepth|2015-02-19 06|38.100|cm|93541|
UMTA2|UMIAT AIRFIELD|69.36940|-152.13810|79 meters|snowdepth|2015-02-19 06|38.100|cm|00007|
UBW|KUPARUK,AK|70.31670|-149.58330|22 meters|snowdepth|2015-02-19 03|38.100|cm|00007|
TOSA2|TOK SNOTEL|63.35530|-142.96890|494 meters|snowdepth|2015-02-19 06|38.100|cm|99780|
TOKA2|SCHOOL|63.33330|-142.98330|500 meters|snowdepth|2015-02-19 06|38.100|cm|99780|
TCMM4|TRAVERSE CITY MUNSON|44.76070|-85.64430|192 meters|snowdepth|2015-02-18 12|38.100|cm|49684|
TAKW3|RICE RESERVOIR NO. 2|45.53770|-89.73220|455 meters|snowdepth|2015-02-18 13|38.100|cm|54487|
SUVA2|SUSITNA VALLEY HIGH|62.13240|-150.04400|111 meters|snowdepth|2015-02-19 06|38.100|cm|99676|
STIM4|ST IGNACE|45.86080|-84.71960|203 meters|snowdepth|2015-02-18 12|38.100|cm|49781|
SSCN2|SEVENTYSIX CREEK|41.73730|-115.47220|2246 meters|snowdepth|2015-02-19 06|38.100|cm|89823|
SPLW1|SURPRISE LAKES|46.09500|-121.76350|1310 meters|snowdepth|2015-02-19 06|38.100|cm|98648|
SDEP1|FLAT ROCK 3 NW SNOW|40.85000|-78.15000|660 meters|snowdepth|2015-02-18 15|38.100|cm|16866|
RZPN6|WYMAN HILL ROAD|41.87580|-74.59250|533 meters|snowdepth|2015-02-18 14|38.100|cm|12765|
RUHN6|RUSHFORD|42.42620|-78.19200|484 meters|snowdepth|2015-02-18 13|38.100|cm|14744|
RHRW3|RHINELANDER WJFW TV-12|45.62220|-89.41000|494 meters|snowdepth|2015-02-19 04|38.100|cm|54501|
RHI|RHINELANDER-ONEIDA COUNTY AIRPORT|45.63080|-89.46530|487 meters|snowdepth|2015-02-18 12|38.100|cm|54501|
RHAN6|ALLEGANY STATE PARK|42.10030|-78.74970|451 meters|snowdepth|2015-02-18 12|38.100|cm|14779|
PPCN6|COLE HILL|42.15110|-74.66920|594 meters|snowdepth|2015-02-18 15|38.100|cm|12455|
PPAN6|BROCK MT RD.|42.05390|-74.91750|560 meters|snowdepth|2015-02-18 18|38.100|cm|12776|
PA-SS-10|FRIENDSVILLE 6.8 NE, PA|41.99497|-75.96500|498 meters|snowdepth|2015-02-18 12|38.100|cm|18812|
NY-GR-7|GREENVILLE 0.7 E, NY|42.41400|-74.00900|247 meters|snowdepth|2015-02-18 11|38.100|cm|12083|
NY-AB-28|LATHAM 1.5 SSW, NY|42.72428|-73.75700|118 meters|snowdepth|2015-02-18 12|38.100|cm|12110|
NVLV1|NASHVILLE|44.44970|-72.92640|243 meters|snowdepth|2015-02-18 12|38.100|cm|05465|
NSFN3|NORTH STRATFORD|44.74990|-71.63020|276 meters|snowdepth|2015-02-18 12|38.100|cm|03590|
NRWN6|NORWICH|42.51170|-75.51970|302 meters|snowdepth|2015-02-18 12|38.100|cm|13815|
NOPA2|NORTH POLE|64.75810|-147.32530|149 meters|snowdepth|2015-02-19 06|38.100|cm|99705|
NJ-HN-7|BETHLEHEM TWP 0.6 S, NJ|40.65995|-75.00800|289 meters|snowdepth|2015-02-18 11|38.100|cm|08802|
NCSN5|NORTH COSTILLA|36.99380|-105.25960|3231 meters|snowdepth|2015-02-19 06|38.100|cm|87524|
